id,full_name,state,name,y,x,category,description
825,Tupelo, MS,North Mississippi White Knights Of The Ku Klux Klan,34.203781,-88.80041,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
826,Richmond, VA,Old Dominion Knights of the Ku Klux Klan,37.446553,-77.601011,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
827,Vincent, OH,Old Glory Knights of the Ku Klux Klan,39.370456,-81.680974,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
828,Beckley, WV,Original Knight Riders Knights of the Ku Klux Klan,37.75765,-81.220509,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
829,Columbus, OH,Outlaw Knights of the Ku Klux Klan,39.808631,-83.21028,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
830,Sacramento, CA,Pacific Coast Knights of the Ku Klux Klan,38.437574,-121.56012,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
831,Spokane, WA,Pacific Coast Knights of the Ku Klux Klan,47.587192,-117.520456,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
832,Gladewater, TX,Patriotic Brigade Knights of the Ku Klux Klan,32.509771,-94.986368,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
833,Martinsville, VA,Rebel Brigade Knights True Invisible Empire,36.643805,-79.904077,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
834,Columbus, OH,Southern Ohio Knights of the Ku Klux Klan,39.808631,-83.21028,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
835,Quinlan, TX,Texas Rebel Knights of the Ku Klux Klan,32.898463,-96.154053,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
836,Park Hills, MO,Traditionalist American Knights of the Ku Klux Klan,37.762739,-90.553577,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
837,Hayden, ID,Traditionalist American Knights of the Ku Klux Klan,47.741683,-116.851147,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
838,Harrisbourg, PA,Traditionalist American Knights of the Ku Klux Klan,40.237601,-76.924457,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
839,Leakesville, MS,United Dixie White Knights Ku Klux Klan,31.142718,-88.570153,Ku Klux Klan,"The Klan is America's oldest and most notorious racist organisation. Founded in 1865 after the slave-owning Confederate states lost in the US Civil War, it was once a single organisation, with members across the US. Now it has splintered into rival groups. Though it has focussed its violence on African-Americans, Klan groups have also attacked Catholics and immigrants."
